change_id,application_id,change_type,planned_start,planned_end,implementation_status,risk
CHG734155,APP-REPO-9,Normal,2026-03-24 11:43:22,2026-03-24 14:43:22,Successful,Low
CHG753518,APP-REPO-11,Standard,2026-06-28 15:14:09,2026-06-28 19:14:09,Successful,Low
CHG621919,APP-REPO-15,Standard,2025-11-25 08:37:21,2025-11-25 10:37:21,Successful,High
CHG101657,APP-REPO-3,Standard,2026-03-15 01:40:33,2026-03-15 05:40:33,Successful,High
CHG873291,APP-REPO-6,Emergency,2025-12-04 08:21:25,2025-12-04 12:21:25,Successful,Medium
CHG466634,APP-REPO-17,Emergency,2026-07-08 22:06:34,2026-07-09 00:06:34,Successful,High
CHG823535,APP-REPO-9,Normal,2026-04-17 13:40:25,2026-04-17 14:40:25,Successful,Low
CHG676710,APP-REPO-10,Standard,2026-06-06 13:20:39,2026-06-06 14:20:39,Successful,Medium
CHG515287,APP-REPO-18,Emergency,2026-01-09 19:59:31,2026-01-09 20:59:31,Successful with issues,High
CHG446569,APP-REPO-10,Emergency,2026-05-24 03:21:39,2026-05-24 07:21:39,Successful with issues,High
CHG777015,APP-REPO-4,Normal,2026-08-06 19:36:15,2026-08-06 21:36:15,Successful,Low
CHG451387,APP-REPO-14,Normal,2026-09-19 02:05:58,2026-09-19 03:05:58,Successful with issues,Medium
CHG692385,APP-REPO-10,Emergency,2026-04-23 22:46:36,2026-04-23 23:46:36,Successful,Low
CHG447832,APP-REPO-11,Standard,2026-07-24 18:49:23,2026-07-24 20:49:23,Successful,High
CHG455627,APP-REPO-12,Emergency,2026-04-02 17:09:54,2026-04-02 19:09:54,Successful,Medium
CHG296481,APP-REPO-19,Standard,2026-03-26 11:34:45,2026-03-26 14:34:45,Successful,Medium
CHG844321,APP-REPO-1,Normal,2026-03-15 02:29:24,2026-03-15 06:29:24,Successful,High
CHG489633,APP-REPO-14,Normal,2026-08-13 15:02:45,2026-08-13 17:02:45,Successful,High
CHG217683,APP-REPO-11,Standard,2026-07-07 20:17:59,2026-07-07 22:17:59,Successful with issues,Medium
CHG630573,APP-REPO-0,Normal,2026-05-15 00:54:19,2026-05-15 02:54:19,Successful,Medium
CHG868020,APP-REPO-16,Normal,2026-01-09 04:16:09,2026-01-09 07:16:09,Successful,High
CHG962074,APP-REPO-16,Emergency,2026-01-30 02:44:17,2026-01-30 04:44:17,Successful,High
CHG581682,APP-REPO-12,Emergency,2026-08-23 17:11:01,2026-08-23 18:11:01,Successful,High
CHG820426,APP-REPO-19,Standard,2025-12-31 06:49:20,2025-12-31 09:49:20,Successful,High
CHG208111,APP-REPO-16,Emergency,2026-08-15 13:36:57,2026-08-15 16:36:57,Successful,Medium
CHG769883,APP-REPO-6,Normal,2025-10-30 14:23:54,2025-10-30 16:23:54,Successful,Medium
CHG658131,APP-REPO-10,Normal,2026-01-13 06:26:28,2026-01-13 07:26:28,Successful,High
CHG386929,APP-REPO-3,Standard,2026-09-04 08:02:23,2026-09-04 09:02:23,Successful,Medium
CHG676051,APP-REPO-10,Normal,2026-03-21 00:25:15,2026-03-21 02:25:15,Successful with issues,Medium
CHG701969,APP-REPO-7,Standard,2025-12-30 15:36:49,2025-12-30 16:36:49,Successful,Medium
CHG666836,APP-REPO-14,Standard,2026-07-15 09:35:15,2026-07-15 11:35:15,Successful,Low
CHG152906,APP-REPO-3,Normal,2026-03-26 10:02:18,2026-03-26 11:02:18,Successful,Medium
CHG287677,APP-REPO-19,Emergency,2026-05-06 06:01:31,2026-05-06 10:01:31,Successful,Medium
CHG448475,APP-REPO-6,Emergency,2026-05-21 23:20:43,2026-05-22 00:20:43,Failed,Medium
CHG695370,APP-REPO-4,Standard,2026-06-13 10:36:34,2026-06-13 14:36:34,Successful,Medium
CHG817727,APP-REPO-14,Normal,2026-02-21 03:04:40,2026-02-21 05:04:40,Successful with issues,High
CHG746910,APP-REPO-8,Normal,2026-02-04 14:05:07,2026-02-04 18:05:07,Successful,Low
CHG446373,APP-REPO-10,Normal,2025-10-08 02:08:42,2025-10-08 06:08:42,Successful,Medium
CHG218370,APP-REPO-11,Normal,2026-04-06 21:54:43,2026-04-07 01:54:43,Successful with issues,Medium
CHG905245,APP-REPO-11,Emergency,2026-08-23 10:05:49,2026-08-23 12:05:49,Successful,Medium
CHG957266,APP-REPO-3,Normal,2026-01-31 03:59:35,2026-01-31 04:59:35,Successful,Low
CHG583367,APP-REPO-12,Emergency,2025-12-06 13:30:43,2025-12-06 17:30:43,Successful,High
CHG674566,APP-REPO-5,Normal,2026-04-04 06:56:11,2026-04-04 10:56:11,Successful,High
CHG953452,APP-REPO-18,Normal,2025-12-18 07:44:31,2025-12-18 11:44:31,Successful,Medium
CHG670977,APP-REPO-7,Standard,2026-02-11 17:51:00,2026-02-11 18:51:00,Successful,Low
CHG702080,APP-REPO-15,Standard,2026-08-02 18:58:41,2026-08-02 22:58:41,Successful,High
CHG961953,APP-REPO-14,Standard,2026-01-05 06:39:38,2026-01-05 09:39:38,Failed,High
CHG727320,APP-REPO-3,Emergency,2026-02-06 02:49:46,2026-02-06 06:49:46,Successful,Low
CHG792232,APP-REPO-1,Standard,2026-01-13 13:14:51,2026-01-13 15:14:51,Successful with issues,Low
CHG891662,APP-REPO-0,Standard,2026-09-03 19:49:06,2026-09-03 21:49:06,Successful,Medium
CHG508926,APP-REPO-19,Emergency,2026-05-16 11:12:32,2026-05-16 15:12:32,Successful,Low
CHG431976,APP-REPO-9,Emergency,2026-06-26 06:08:52,2026-06-26 09:08:52,Successful with issues,Medium
CHG852658,APP-REPO-11,Standard,2026-09-03 17:50:12,2026-09-03 18:50:12,Successful,Low
CHG523831,APP-REPO-4,Normal,2026-01-12 05:39:05,2026-01-12 06:39:05,Successful,Low
CHG155708,APP-REPO-0,Emergency,2026-04-30 18:59:22,2026-04-30 21:59:22,Successful,Medium
CHG132699,APP-REPO-7,Normal,2025-09-30 21:15:24,2025-10-01 01:15:24,Successful,Low
CHG501384,APP-REPO-12,Normal,2026-04-15 13:57:23,2026-04-15 17:57:23,Successful,Low
CHG281833,APP-REPO-15,Standard,2025-12-10 03:24:59,2025-12-10 05:24:59,Successful,Medium
CHG980764,APP-REPO-13,Standard,2025-10-30 04:36:44,2025-10-30 07:36:44,Failed,Low
CHG231647,APP-REPO-4,Standard,2025-12-29 16:14:35,2025-12-29 17:14:35,Successful,High
CHG856379,APP-REPO-15,Emergency,2026-07-03 14:13:26,2026-07-03 18:13:26,Failed,High
CHG188776,APP-REPO-4,Emergency,2026-03-03 18:49:34,2026-03-03 22:49:34,Successful with issues,Low
CHG733790,APP-REPO-13,Emergency,2026-04-04 16:31:02,2026-04-04 18:31:02,Successful,Medium
CHG678866,APP-REPO-14,Normal,2026-04-30 13:15:32,2026-04-30 16:15:32,Successful,Medium
CHG733941,APP-REPO-0,Emergency,2026-07-18 09:14:54,2026-07-18 13:14:54,Successful with issues,High
CHG846722,APP-REPO-16,Normal,2025-12-29 06:37:23,2025-12-29 10:37:23,Successful with issues,Low
CHG484795,APP-REPO-1,Standard,2026-06-22 03:35:14,2026-06-22 07:35:14,Successful,High
CHG708455,APP-REPO-15,Emergency,2026-03-30 20:09:03,2026-03-30 21:09:03,Successful,Low
CHG651978,APP-REPO-8,Normal,2026-06-04 18:53:34,2026-06-04 19:53:34,Successful,Low
CHG192742,APP-REPO-7,Normal,2026-06-30 09:29:37,2026-06-30 10:29:37,Successful,Low
CHG936866,APP-REPO-18,Normal,2026-04-05 13:25:41,2026-04-05 14:25:41,Successful with issues,Low
CHG916344,APP-REPO-0,Normal,2026-03-19 23:55:52,2026-03-20 03:55:52,Successful,Medium
CHG701846,APP-REPO-10,Normal,2026-07-31 21:18:42,2026-08-01 00:18:42,Failed,Medium
CHG403257,APP-REPO-5,Standard,2025-10-03 15:21:37,2025-10-03 18:21:37,Successful,Low
CHG373094,APP-REPO-1,Emergency,2025-11-02 01:57:42,2025-11-02 05:57:42,Successful,Low
CHG154127,APP-REPO-9,Emergency,2026-01-19 05:06:57,2026-01-19 06:06:57,Successful,High
CHG232981,APP-REPO-16,Standard,2025-12-22 00:04:11,2025-12-22 03:04:11,Successful,Low
CHG394620,APP-REPO-8,Normal,2026-03-02 23:56:00,2026-03-03 00:56:00,Successful,Low
CHG283095,APP-REPO-18,Emergency,2026-06-22 14:33:55,2026-06-22 16:33:55,Successful,Medium
CHG947082,APP-REPO-5,Normal,2025-12-30 10:24:36,2025-12-30 12:24:36,Successful,Low
CHG134697,APP-REPO-10,Standard,2026-01-23 20:41:19,2026-01-23 22:41:19,Successful,High
CHG978302,APP-REPO-15,Normal,2026-06-11 19:11:51,2026-06-11 23:11:51,Successful,Medium
CHG861265,APP-REPO-5,Standard,2026-05-10 19:07:57,2026-05-10 22:07:57,Successful,Medium
CHG892182,APP-REPO-3,Standard,2026-02-17 06:09:41,2026-02-17 08:09:41,Successful,Medium
CHG416006,APP-REPO-15,Emergency,2026-03-29 17:44:56,2026-03-29 19:44:56,Successful,Low
CHG509018,APP-REPO-15,Normal,2026-04-29 21:23:00,2026-04-29 23:23:00,Successful,Medium
CHG112439,APP-REPO-9,Normal,2026-04-21 03:11:33,2026-04-21 07:11:33,Successful,Low
CHG816047,APP-REPO-1,Standard,2026-02-07 10:41:34,2026-02-07 13:41:34,Failed,Medium
CHG740140,APP-REPO-8,Normal,2026-03-11 04:37:28,2026-03-11 07:37:28,Successful,High
CHG367747,APP-REPO-18,Normal,2026-07-13 15:15:49,2026-07-13 19:15:49,Successful,Low
CHG353542,APP-REPO-18,Standard,2026-04-28 16:38:02,2026-04-28 19:38:02,Successful,High
CHG428487,APP-REPO-17,Standard,2026-02-02 09:50:24,2026-02-02 10:50:24,Successful with issues,High
CHG531225,APP-REPO-3,Emergency,2026-02-10 13:45:12,2026-02-10 14:45:12,Successful,Medium
CHG330074,APP-REPO-9,Normal,2026-06-26 21:43:28,2026-06-26 23:43:28,Successful,Low
CHG196407,APP-REPO-1,Emergency,2026-03-22 03:51:14,2026-03-22 05:51:14,Failed,Low
CHG227706,APP-REPO-3,Standard,2026-01-10 03:45:56,2026-01-10 05:45:56,Successful,Low
CHG693566,APP-REPO-5,Standard,2026-01-24 00:34:30,2026-01-24 02:34:30,Successful,Medium
CHG792561,APP-REPO-2,Emergency,2026-01-02 13:53:37,2026-01-02 17:53:37,Successful with issues,Medium
CHG906731,APP-REPO-13,Emergency,2025-12-25 11:24:43,2025-12-25 14:24:43,Successful,High
CHG390756,APP-REPO-1,Normal,2025-11-12 19:14:09,2025-11-12 23:14:09,Successful,High
CHG370782,APP-REPO-8,Standard,2026-07-04 01:29:56,2026-07-04 05:29:56,Successful,High
CHG739947,APP-REPO-12,Standard,2025-12-10 17:39:26,2025-12-10 21:39:26,Successful,Low
CHG906048,APP-REPO-13,Standard,2026-01-27 11:45:42,2026-01-27 12:45:42,Successful with issues,Low
CHG371577,APP-REPO-3,Standard,2025-11-12 08:58:21,2025-11-12 09:58:21,Successful,Low
CHG362769,APP-REPO-14,Standard,2026-07-12 10:47:42,2026-07-12 14:47:42,Successful,Low
CHG100909,APP-REPO-1,Emergency,2026-04-23 01:15:20,2026-04-23 05:15:20,Successful,Low
CHG445852,APP-REPO-12,Emergency,2026-07-19 22:45:49,2026-07-19 23:45:49,Successful,Medium
CHG601365,APP-REPO-13,Normal,2026-06-21 23:25:56,2026-06-22 00:25:56,Successful,High
CHG503097,APP-REPO-15,Standard,2025-12-07 20:21:47,2025-12-07 23:21:47,Successful,Medium
CHG520075,APP-REPO-1,Emergency,2025-12-10 07:55:58,2025-12-10 08:55:58,Successful,Medium
CHG184365,APP-REPO-14,Normal,2025-12-19 23:29:33,2025-12-20 01:29:33,Successful,High
CHG502824,APP-REPO-6,Normal,2026-07-10 18:56:09,2026-07-10 22:56:09,Successful with issues,Low
CHG822303,APP-REPO-11,Normal,2026-04-02 23:41:58,2026-04-03 00:41:58,Successful with issues,Medium
CHG871043,APP-REPO-6,Standard,2026-01-12 07:48:17,2026-01-12 08:48:17,Successful,Low
CHG721748,APP-REPO-7,Normal,2026-07-05 08:15:48,2026-07-05 12:15:48,Successful,Low
CHG774661,APP-REPO-9,Normal,2026-05-13 21:59:23,2026-05-14 01:59:23,Failed,High
CHG138842,APP-REPO-10,Standard,2026-07-19 04:17:34,2026-07-19 07:17:34,Successful,High
CHG525205,APP-REPO-3,Standard,2026-04-18 16:36:42,2026-04-18 20:36:42,Successful with issues,Low
CHG256189,APP-REPO-18,Standard,2026-05-16 17:08:04,2026-05-16 18:08:04,Successful,High
CHG612643,APP-REPO-0,Normal,2026-01-14 20:22:50,2026-01-14 21:22:50,Successful,Low
CHG236878,APP-REPO-0,Standard,2025-11-04 23:36:46,2025-11-05 00:36:46,Successful with issues,High
CHG578344,APP-REPO-19,Standard,2026-08-16 07:18:01,2026-08-16 08:18:01,Successful with issues,High
CHG219726,APP-REPO-15,Emergency,2025-12-11 07:56:55,2025-12-11 09:56:55,Successful,High
CHG546915,APP-REPO-10,Emergency,2026-01-19 23:51:31,2026-01-20 03:51:31,Successful,Low
CHG703945,APP-REPO-17,Standard,2025-12-24 06:56:18,2025-12-24 09:56:18,Successful with issues,High
CHG901351,APP-REPO-1,Emergency,2026-02-14 02:17:49,2026-02-14 04:17:49,Successful,High
CHG387198,APP-REPO-4,Normal,2025-12-05 15:09:29,2025-12-05 17:09:29,Successful,Low
CHG273021,APP-REPO-14,Standard,2026-01-22 07:58:47,2026-01-22 08:58:47,Successful,Low
CHG742191,APP-REPO-12,Standard,2025-10-02 10:30:50,2025-10-02 11:30:50,Successful with issues,High
CHG106658,APP-REPO-0,Standard,2026-06-28 21:51:08,2026-06-28 22:51:08,Successful,Low
CHG397514,APP-REPO-13,Emergency,2026-04-22 09:08:29,2026-04-22 13:08:29,Successful,High
CHG250038,APP-REPO-8,Emergency,2025-11-15 02:28:49,2025-11-15 06:28:49,Successful,High
CHG740195,APP-REPO-1,Emergency,2026-01-11 11:24:30,2026-01-11 13:24:30,Successful,Low
CHG192296,APP-REPO-9,Normal,2025-10-14 14:52:43,2025-10-14 18:52:43,Successful,High
CHG301224,APP-REPO-3,Emergency,2025-10-18 02:51:39,2025-10-18 03:51:39,Successful,Low
CHG632195,APP-REPO-7,Normal,2026-04-29 20:19:15,2026-04-29 22:19:15,Successful,High
CHG218152,APP-REPO-4,Emergency,2026-01-18 09:33:09,2026-01-18 13:33:09,Successful,High
CHG802695,APP-REPO-1,Standard,2026-06-24 19:02:34,2026-06-24 22:02:34,Successful,Medium
CHG363592,APP-REPO-10,Emergency,2025-11-14 23:39:06,2025-11-15 03:39:06,Successful,Low
CHG155004,APP-REPO-17,Standard,2026-06-01 16:01:03,2026-06-01 18:01:03,Successful,Medium
CHG639915,APP-REPO-3,Standard,2026-08-30 05:17:12,2026-08-30 07:17:12,Successful,Low
CHG707924,APP-REPO-10,Normal,2026-07-16 07:10:23,2026-07-16 09:10:23,Successful,Medium
CHG341238,APP-REPO-3,Normal,2026-04-05 13:57:45,2026-04-05 15:57:45,Successful,Low
CHG532637,APP-REPO-6,Normal,2025-11-05 18:49:40,2025-11-05 20:49:40,Successful,Low
